,Unnamed: 0.1,Brand,Title,Sku,Model,Url,Categories
344,412,GE,23.2-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,839950,GSE23GSKSS,https://www.lowes.com/pd/GE-23-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000182343,['Side-by-Side Refrigerators']
345,413,Samsung,22-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1654830,RS22T5201SR,https://www.lowes.com/pd/Samsung-22-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1002238202,['Side-by-Side Refrigerators']
346,414,Frigidaire,22-cu ft Side-by-Side Refrigerator with Ice Maker (Black Stainless Steel),1206653,FFSS2315TD,https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless-Steel/1000619741,['Side-by-Side Refrigerators']
347,415,Frigidaire,25.5-cu ft Side-by-Side Refrigerator with Ice Maker (Black Stainless Steel),1206654,FFSS2615TD,https://www.lowes.com/pd/Frigidaire-25-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless-Steel/1000619749,['Side-by-Side Refrigerators']
348,416,Whirlpool,21.7-cu ft Side-by-Side Refrigerator (Stainless Steel),956187,WRS312SNHM,https://www.lowes.com/pd/Whirlpool-21-7-cu-ft-Side-by-Side-Refrigerator-Stainless-Steel/1000337041,['Side-by-Side Refrigerators']
349,417,Samsung,24.52-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),712177,RS25J500DSR,https://www.lowes.com/pd/Samsung-24-52-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000027155,['Side-by-Side Refrigerators']
350,418,Amana ,21.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),808707,ASI2175GRS,https://www.lowes.com/pd/Amana-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1001008618,['Side-by-Side Refrigerators']
351,419,Whirlpool ,21.4-cu ft Side-by-Side Refrigerator with Ice Maker (Black),1025476,WRS311SDHB,https://www.lowes.com/pd/Whirlpool-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/1000384065,['Side-by-Side Refrigerators']
352,420,Frigidaire ,25.5-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),1100473,FFSS2615TS,https://www.lowes.com/pd/Frigidaire-25-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000484075,['Side-by-Side Refrigerators']
353,421,Frigidaire ,22-cu ft Side-by-Side Refrigerator with Ice Maker (White),1100474,FFSS2315TP,https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White/1000484085,['Side-by-Side Refrigerators']
354,422,Frigidaire ,25.5-cu ft Side-by-Side Refrigerator with Ice Maker (White),1100471,FFSS2615TP,https://www.lowes.com/pd/Frigidaire-25-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White/1000484055,['Side-by-Side Refrigerators']
355,423,LG ,InstaView Smart Wi-Fi Enabled 26.1-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,728292,LSXS26396S,https://www.lowes.com/pd/LG-InstaView-Smart-Wi-Fi-Enabled-26-1-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000236327,['Side-by-Side Refrigerators']
356,424,KitchenAid ,30-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless),592523,KBSN608EBS,https://www.lowes.com/pd/KitchenAid-30-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless/1000237349,['Side-by-Side Refrigerators']
357,425,KitchenAid ,25.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless),592522,KBSN602EBS,https://www.lowes.com/pd/KitchenAid-25-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless/1000237347,['Side-by-Side Refrigerators']
358,426,LG ,InstaView Smart Wi-Fi Enabled 21.7-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,729059,LSXC22396S,https://www.lowes.com/pd/LG-InstaView-Smart-Wi-Fi-Enabled-21-7-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000284875,['Side-by-Side Refrigerators']
359,427,Whirlpool ,28.4-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black),916717,WRS588FIHB,https://www.lowes.com/pd/Whirlpool-28-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black/1000287231,['Side-by-Side Refrigerators']
360,428,Cafe ,29.6-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Stainless Steel),1358299,CSB48WP2NS1,https://www.lowes.com/pd/Cafe-29-6-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000862648,['Side-by-Side Refrigerators']
361,429,GE ,21.8-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Black Stainless),1323704,GZS22IBNTS,https://www.lowes.com/pd/GE-21-8-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless/1000859868,['Side-by-Side Refrigerators']
362,430,GE ,21.8-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Slate),1323705,GZS22IENDS,https://www.lowes.com/pd/GE-21-8-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Slate/1000859876,['Side-by-Side Refrigerators']
363,431,GE ,25.1-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Slate),1323701,GSS25IMNES,https://www.lowes.com/pd/GE-25-1-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Slate/1000859844,['Side-by-Side Refrigerators']
364,432,GE ,25.1-cu ft Side-by-Side Refrigerator with Ice Maker (Black),1323700,GSS25IGNBB,https://www.lowes.com/pd/GE-25-1-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/1000859836,['Side-by-Side Refrigerators']
365,433,Cafe ,21.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel),1323699,CZS22MP2NS1,https://www.lowes.com/pd/Cafe-21-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000859828,['Side-by-Side Refrigerators']
366,434,Frigidaire ,22.2-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel),964907,FFSC2323TS,https://www.lowes.com/pd/Frigidaire-22-2-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000864034,['Side-by-Side Refrigerators']
367,435,GE ,25.1-cu ft Side-by-Side Refrigerator with Ice Maker (Black Stainless),1323702,GSS25IBNTS,https://www.lowes.com/pd/GE-25-1-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless/1000859852,['Side-by-Side Refrigerators']
368,436,Frigidaire ,Gallery 22.2-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),1023154,FGSS2335TF,https://www.lowes.com/pd/Frigidaire-Gallery-22-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000406501,['Side-by-Side Refrigerators']
369,437,Whirlpool ,21.4-cu ft Side-by-Side Refrigerator with Ice Maker (Biscuit),1025478,WRS311SDHT,https://www.lowes.com/pd/Whirlpool-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Biscuit/1000404117,['Side-by-Side Refrigerators']
370,438,GE ,25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Black Slate) ENERGY STAR,1030904,GSE25HEMDS,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Slate-ENERGY-STAR/1000399497,['Side-by-Side Refrigerators']
371,439,KitchenAid ,25-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,669507,KBSD612ESS,https://www.lowes.com/pd/KitchenAid-25-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000052635,['Side-by-Side Refrigerators']
372,440,KitchenAid ,29.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,669511,KBSD618ESS,https://www.lowes.com/pd/KitchenAid-29-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000052637,['Side-by-Side Refrigerators']
373,441,KitchenAid ,29.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless) ENERGY STAR,600046,KBSD608EBS,https://www.lowes.com/pd/KitchenAid-29-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-ENERGY-STAR/1000014969,['Side-by-Side Refrigerators']
374,442,Whirlpool,19.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Black Ice),738029,WRS970CIDE,https://www.lowes.com/pd/Whirlpool-19-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Ice/50426212,['Side-by-Side Refrigerators']
375,443,GE,Profile 28.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),651368,PSS28KSHSS,https://www.lowes.com/pd/GE-Profile-28-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50296415,['Side-by-Side Refrigerators']
376,444,GE,25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),651362,GSS25GSHSS,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50296407,['Side-by-Side Refrigerators']
377,445,GE,25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Black),651359,GSS25GGHBB,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/50296401,['Side-by-Side Refrigerators']
378,446,GE,22.5-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),660545,GSS23HSHSS,https://www.lowes.com/pd/GE-22-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50321475,['Side-by-Side Refrigerators']
379,447,GE,25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Black) ENERGY STAR,623760,GSE25HGHBB,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/50260095,['Side-by-Side Refrigerators']
380,448,GE,25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Slate) ENERGY STAR,623763,GSE25HMHES,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Slate-ENERGY-STAR/50260101,['Side-by-Side Refrigerators']
381,449,GE,25.4-cu ft Side-by-Side Refrigerator with Ice Maker (White) ENERGY STAR,623761,GSE25HGHWW,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50260097,['Side-by-Side Refrigerators']
382,450,GE,25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,877707,GSE25GSHSS,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000957180,['Side-by-Side Refrigerators']
383,451,KitchenAid,19.8-cu ft-Counter-depth Side-by-Side Refrigerator with Ice Maker (Black Stainless Steel Finish),1596777,KRSC700HBS,https://www.lowes.com/pd/KitchenAid-19-8-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless-Steel/1001263184,['Side-by-Side Refrigerators']
384,452,Maytag,24.5-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),1025475,MSS25C4MGZ,https://www.lowes.com/pd/Maytag-24-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000690940,['Side-by-Side Refrigerators']
385,453,LG,Smart Wi-Fi Enabled 21.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,1157373,LSXC22426S,https://www.lowes.com/pd/LG-Smart-Wi-Fi-Enabled-21-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000753056,['Side-by-Side Refrigerators']
386,455,Whirlpool ,22.6-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),1694021,WRS973CIHZ,https://www.lowes.com/pd/Whirlpool-22-6-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1001414554,['Side-by-Side Refrigerators']
387,456,Whirlpool ,22.6-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless),1694022,WRS973CIHV,https://www.lowes.com/pd/Whirlpool-22-6-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless/1001414564,['Side-by-Side Refrigerators']
388,457,Frigidaire ,22-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),1100476,FFSS2315TS,https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000484105,['Side-by-Side Refrigerators']
389,458,Frigidaire ,Gallery 25.5-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),1100477,FGSS2635TF,https://www.lowes.com/pd/Frigidaire-Gallery-25-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000484115,['Side-by-Side Refrigerators']
390,461,Frigidaire ,Gallery 22-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),954159,FGSC2335TF,https://www.lowes.com/pd/Frigidaire-Gallery-22-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000502823,['Side-by-Side Refrigerators']
391,462,Whirlpool ,25.1-cu ft Side-by-Side Refrigerator (Black),956189,WRS315SNHB,https://www.lowes.com/pd/Whirlpool-25-1-cu-ft-Side-by-Side-Refrigerator-Black/1000337051,['Side-by-Side Refrigerators']
392,463,GE ,Profile 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Black Stainless) ENERGY STAR,952945,PSE25KBLTS,https://www.lowes.com/pd/GE-Profile-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless-ENERGY-STAR/1000347221,['Side-by-Side Refrigerators']
393,464,Frigidaire ,Gallery 22-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel),954160,FGSC2335TD,https://www.lowes.com/pd/Frigidaire-Gallery-22-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel/1000368269,['Side-by-Side Refrigerators']
394,465,GE ,23.2-cu ft Side-by-Side Refrigerator with Ice Maker (High-gloss Black) ENERGY STAR,839953,GSE23GGKBB,https://www.lowes.com/pd/GE-23-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-High-gloss-Black-ENERGY-STAR/1000182345,['Side-by-Side Refrigerators']
395,466,GE ,23.2-cu ft Side-by-Side Refrigerator with Ice Maker (High-gloss Bisque) ENERGY STAR,839947,GSE23GGKCC,https://www.lowes.com/pd/GE-23-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-High-gloss-Bisque-ENERGY-STAR/1000182339,['Side-by-Side Refrigerators']
396,470,GE ,Profile 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,651367,PSE25KSHSS,https://www.lowes.com/pd/GE-Profile-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50296413,['Side-by-Side Refrigerators']
397,471,GE ,25.4-cu ft Side-by-Side Refrigerator with Ice Maker (White) ENERGY STAR,651350,GSE25GGHWW,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50296391,['Side-by-Side Refrigerators']
398,472,GE ,25.3-cu ft Side-by-Side Refrigerator with Ice Maker (White),651360,GSS25GGHWW,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White/50296403,['Side-by-Side Refrigerators']
399,474,GE ,23.2-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Slate),828823,GSS23GMKES,https://www.lowes.com/pd/GE-23-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Slate/1000142959,['Side-by-Side Refrigerators']
400,475,LG ,Studio Smart Wi-Fi Enabled 25.6-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,731341,LSSB2692ST,https://www.lowes.com/pd/LG-Studio-Smart-Wi-Fi-Enabled-25-6-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000120639,['Side-by-Side Refrigerators']
401,476,GE ,23.2-cu ft Side-by-Side Refrigerator with Ice Maker (Black),831791,GSS23GGKBB,https://www.lowes.com/pd/GE-23-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/1000181849,['Side-by-Side Refrigerators']
402,477,LG ,InstaView Smart Wi-Fi Enabled 21.7-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,784095,LSXC22396D,https://www.lowes.com/pd/LG-InstaView-Smart-Wi-Fi-Enabled-21-7-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000342155,['Side-by-Side Refrigerators']
403,478,GE,25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Black) ENERGY STAR,651349,GSE25GGHBB,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/50296389,['Side-by-Side Refrigerators']
404,479,LG,26.1-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),616435,LSXS26366S,https://www.lowes.com/pd/LG-26-1-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50376426,['Side-by-Side Refrigerators']
405,480,KitchenAid,20.8-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),695303,KBSD606ESS,https://www.lowes.com/pd/KitchenAid-20-8-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/999908703,['Side-by-Side Refrigerators']
406,481,GE,21.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Black),577379,GZS22DGJBB,https://www.lowes.com/pd/GE-21-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Black/50426798,['Side-by-Side Refrigerators']
407,482,Whirlpool,19.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Monochromatic Stainless Steel),738031,WRS970CIDM,https://www.lowes.com/pd/Whirlpool-19-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Monochromatic-Stainless-Steel/50426216,['Side-by-Side Refrigerators']
408,483,KitchenAid,30-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Panel Ready),695305,KBSN608EPA,https://www.lowes.com/pd/KitchenAid-30-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Panel-Ready/999908707,['Side-by-Side Refrigerators']
409,484,Whirlpool,19.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (White Ice),738030,WRS970CIDH,https://www.lowes.com/pd/Whirlpool-19-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-White-Ice/50426214,['Side-by-Side Refrigerators']
410,486,GE,25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,623762,GSE25HSHSS,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50260099,['Side-by-Side Refrigerators']
411,496,KitchenAid ,25.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),695304,KBSN602ESS,https://www.lowes.com/pd/KitchenAid-25-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/999908705,['Side-by-Side Refrigerators']
412,497,KitchenAid ,22.7-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Monochromatic Stainless Steel),735650,KRSC503ESS,https://www.lowes.com/pd/KitchenAid-22-7-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Monochromatic-Stainless-Steel/50398842,['Side-by-Side Refrigerators']
413,498,KitchenAid ,30-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel Finish),695302,KBSN608ESS,https://www.lowes.com/pd/KitchenAid-30-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/999908701,['Side-by-Side Refrigerators']
414,499,KitchenAid ,29.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel Finish) ENERGY STAR,695307,KBSD608ESS,https://www.lowes.com/pd/KitchenAid-29-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/999908711,['Side-by-Side Refrigerators']
415,500,KitchenAid ,25.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Panel Ready),695306,KBSN602EPA,https://www.lowes.com/pd/KitchenAid-25-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Panel-Ready/999908709,['Side-by-Side Refrigerators']
416,501,GE ,21.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (White),693240,GZS22DGJWW,https://www.lowes.com/pd/GE-21-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-White/50442480,['Side-by-Side Refrigerators']
417,502,GE ,21.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel),693244,GZS22DSJSS,https://www.lowes.com/pd/GE-21-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50442482,['Side-by-Side Refrigerators']
418,503,GE ,Profile 22.1-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel),718504,PZS22MSKSS,https://www.lowes.com/pd/GE-Profile-22-1-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000033711,['Side-by-Side Refrigerators']
419,506,Whirlpool ,20.5-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),968871,WRSA71CIHZ,https://www.lowes.com/pd/Whirlpool-20-5-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000460273,['Side-by-Side Refrigerators']
420,508,Frigidaire ,22-cu ft Side-by-Side Refrigerator with Ice Maker (Black) ENERGY STAR,954037,FFHX2325TE,https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1000332311,['Side-by-Side Refrigerators']
421,510,Amana ,21.4-cu ft Side-by-Side Refrigerator with Ice Maker (White),808706,ASI2175GRW,https://www.lowes.com/pd/Amana-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White/1001008602,['Side-by-Side Refrigerators']
422,514,Premium Levella,5.5-cu ft Side-by-Side Refrigerator (Black) ENERGY STAR,2742430,PRF55700WB,https://www.lowes.com/pd/Premium-Levella-5-5-cu-ft-Side-by-Side-Refrigerator-Black-ENERGY-STAR/1003073322,['Side-by-Side Refrigerators']
423,515,Summit Appliance,5.8-cu ft Built-in Side-by-Side Refrigerator (Stainless steel doors and black cabinet),2638300,ADA36FD,https://www.lowes.com/pd/Summit-Appliance-5-8-cu-ft-Built-in-Side-by-Side-Refrigerator-Stainless-steel-doors-and-black-cabinet/1003009776,['Side-by-Side Refrigerators']
424,516,FORNO,Salerno 15.6-cu ft Built-in Side-by-Side Refrigerator (Stainless steel),2652266,FFRBI1805-33SB,https://www.lowes.com/pd/FORNO-Salerno-15-6-cu-ft-Built-in-Side-by-Side-Refrigerator-Stainless-steel/1003096390,['Side-by-Side Refrigerators']
425,517,GE,Profile 28.7-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel),2412555,PSB48YSNSS,https://www.lowes.com/pd/GE-Profile-28-7-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1002541576,['Side-by-Side Refrigerators']
426,518,Cafe,Samrt 28.7-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Stainless Steel),2412553,CSB48YP2NS1,https://www.lowes.com/pd/Cafe-Samrt-28-7-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1002541560,['Side-by-Side Refrigerators']
427,519,Cafe,Samrt 24.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Stainless Steel),2412552,CSB42YP2NS1,https://www.lowes.com/pd/Cafe-Samrt-24-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1002541552,['Side-by-Side Refrigerators']
428,520,GE,Profile 24.3-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),2412554,PSB42YSNSS,https://www.lowes.com/pd/GE-Profile-24-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1002541568,['Side-by-Side Refrigerators']
429,521,GE,23.2-cu ft Side-by-Side Refrigerator with Ice Maker (High-gloss White) ENERGY STAR,839949,GSE23GGKWW,https://www.lowes.com/pd/GE-23-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-High-gloss-White-ENERGY-STAR/1000182341,['Side-by-Side Refrigerators']
430,522,Cafe,25.2-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Stainless Steel),1358298,CSB42WP2NS1,https://www.lowes.com/pd/Cafe-25-2-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000862642,['Side-by-Side Refrigerators']
