,Unnamed: 0,Brand,Title,Sku,Model,Url,Categories
2887,2887,Whirlpool,19.7-cu ft 3-Door 30-in French Door Refrigerator with Exterior Water - Black,808699,WRF560SEHB,https://www.lowes.com/pd/Whirlpool-19-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black/1000544101,['Refrigerators on Sale']
2888,2888,Cafe,22.2-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte Black) ENERGY STAR,1157388,CYE22TP3MD1,https://www.lowes.com/pd/Cafe-22-2-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-Black-ENERGY-STAR/1000544067,['Refrigerators on Sale']
2889,2889,Cafe,27.8-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte White) ENERGY STAR,1157391,CFE28TP4MW2,https://www.lowes.com/pd/Cafe-27-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-White-ENERGY-STAR/1000544103,['Refrigerators on Sale']
2890,2890,Cafe,22.2-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte White) ENERGY STAR,1157389,CYE22TP4MW2,https://www.lowes.com/pd/Cafe-22-2-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-White-ENERGY-STAR/1000544079,['Refrigerators on Sale']
2891,2891,Maytag,26.8-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,808717,MFT2772HEZ,https://www.lowes.com/pd/Maytag-26-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000538095,['Refrigerators on Sale']
2892,2892,Frigidaire,Gallery 22.4-cu ft French Door Refrigerator with Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,1185273,FGHG2368TF,https://www.lowes.com/pd/Frigidaire-Gallery-22-4-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Smudge-Proof-Stainless-Steel-ENERGY-STAR/1000609539,['Refrigerators on Sale']
2893,2893,Frigidaire,Gallery 22-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),954159,FGSC2335TF,https://www.lowes.com/pd/Frigidaire-Gallery-22-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000502823,['Refrigerators on Sale']
2894,2894,Chambers,Chambers; Retro Refrigerators 12-cu ft Bottom-Freezer Refrigerator (Bordeaux (Red)) ENERGY STAR,1216552,CRBR-2412RR,https://www.lowes.com/pd/Chambers-Chambers-Retro-Refrigerators-12-cu-ft-Bottom-Freezer-Refrigerator-Bordeaux-Red-ENERGY-STAR/1000713104,['Refrigerators on Sale']
2895,2895,Chambers,Chambers; Retro Refrigerators 12-cu ft Bottom-Freezer Refrigerator (Champagne (Cream)) ENERGY STAR,1216553,CRBR-2412CR,https://www.lowes.com/pd/Chambers-Chambers-Retro-Refrigerators-12-cu-ft-Bottom-Freezer-Refrigerator-Champagne-Cream-ENERGY-STAR/1000713140,['Refrigerators on Sale']
2896,2896,Samsung,28-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,1357331,RF28R6201SG,https://www.lowes.com/pd/Samsung-RF28R6201S-28-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000969456,['Refrigerators on Sale']
2897,2897,Samsung,Food Showcase 22.5-cu ft Counter-depth French Door Refrigerator with Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1357339,RF23R6301SR,https://www.lowes.com/pd/Samsung-Food-Showcase-22-5-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000969498,['Refrigerators on Sale']
2898,2898,Samsung,28-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Tuscan Stainless Steel) ENERGY STAR,1357330,RF28R6201DT,https://www.lowes.com/pd/Samsung-28-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Tuscan-Stainless-Steel-ENERGY-STAR/1000969450,['Refrigerators on Sale']
2899,2899,Samsung ,22.6-cu ft Counter-depth French Door Refrigerator with Ice Maker (White) ENERGY STAR,1357338,RF23R6201WW,https://www.lowes.com/pd/Samsung-22-6-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1000969492,['Refrigerators on Sale']
2900,2900,Samsung ,22.6-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,1357337,RF23R6201SG,https://www.lowes.com/pd/Samsung-22-6-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000969486,['Refrigerators on Sale']
2901,2901,Amana ,18.6-cu ft Bottom-Freezer Refrigerator (Stainless Steel),1462548,ABB1921BRM,https://www.lowes.com/pd/Amana-18-6-cu-ft-Bottom-Freezer-Refrigerator-Stainless-Steel/1001006012,['Refrigerators on Sale']
2902,2902,Amana ,18.2-cu ft Top-Freezer Refrigerator (Black),1460461,ART308FFDB,https://www.lowes.com/pd/Amana-18-2-cu-ft-Top-Freezer-Refrigerator-Black/1001005976,['Refrigerators on Sale']
2903,2903,Frigidaire ,20.4-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,1358508,FFHT2033VP,https://www.lowes.com/pd/Frigidaire-20-4-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001079936,['Refrigerators on Sale']
2904,2904,Samsung ,22.6-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Tuscan Stainless Steel) ENERGY STAR,1438342,RF23M8070DT,https://www.lowes.com/pd/Samsung-22-6-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Tuscan-Stainless-Steel-ENERGY-STAR/1001035268,['Refrigerators on Sale']
2905,2905,Samsung ,17.6-cu ft Top-Freezer Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,1484998,RT18M6215SG,https://www.lowes.com/pd/Samsung-17-6-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1001037690,['Refrigerators on Sale']
2906,2906,Samsung ,17.6-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,1484997,RT18M6215SR,https://www.lowes.com/pd/Samsung-17-6-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1001037684,['Refrigerators on Sale']
2907,2907,Samsung ,21.1-cu ft Top-Freezer Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,1484995,RT21M6215SG,https://www.lowes.com/pd/Samsung-21-1-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1001037672,['Refrigerators on Sale']
2908,2908,Samsung ,21.1-cu ft Top-Freezer Refrigerator with Ice Maker (White) ENERGY STAR,1484993,RT21M6215WW,https://www.lowes.com/pd/Samsung-21-1-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1001037660,['Refrigerators on Sale']
2909,2909,Maytag ,24.5-cu ft Side-by-Side Refrigerator with Ice Maker (Cast Iron Black),1335904,MSS25C4MGK,https://www.lowes.com/pd/Maytag-24-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Cast-Iron-Black/1001041282,['Refrigerators on Sale']
2910,2910,Amana ,18.6-cu ft Bottom-Freezer Refrigerator (Black),1462546,ABB1921BRB,https://www.lowes.com/pd/Amana-18-6-cu-ft-Bottom-Freezer-Refrigerator-Black/1001006006,['Refrigerators on Sale']
2911,2911,Amana ,11.6-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit - Black,429597,ABB1921BRW,https://www.lowes.com/pd/Amana-18-6-cu-ft-Bottom-Freezer-Refrigerator-White/1001006018,['Refrigerators on Sale']
2912,2912,Amana ,24-in Built-In 2 Drawer Refrigerator (Stainless Steel),1460457,ART308FFDW,https://www.lowes.com/pd/Amana-18-2-cu-ft-Top-Freezer-Refrigerator-White/1001005958,['Refrigerators on Sale']
2913,2913,Amana ,25.2-cu ft 3-Door Standard-Depth 36-in French Door Refrigerator with Interior Dispense - Stainless Steel with PrintShield Finish,1462543,ABB1924BRB,https://www.lowes.com/pd/Amana-18-6-cu-ft-Bottom-Freezer-Refrigerator-Black/1001006000,['Refrigerators on Sale']
2914,2914,Amana ,24.2-cu ft 3-Door 42-in Built-in French Door Refrigerator with Platinum Interior Design - Stainless Steel,429599,ABB2224BRW,https://www.lowes.com/pd/Amana-22-1-cu-ft-Bottom-Freezer-Refrigerator-White/1001041312,['Refrigerators on Sale']
2915,2915,Whirlpool ,22.1-cu ft 3-Door Standard-Depth 33-in French Door Refrigerator with Interior Dispense - White,1694027,WRT312CZJB,https://www.lowes.com/pd/Whirlpool-11-6-cu-ft-Top-Freezer-Refrigerator-Black-ENERGY-STAR/1002323200,['Refrigerators on Sale']
2916,2916,KitchenAid ,24-in Built-In 2 Drawer Refrigerator (Stainless Steel),534598,KUDF204ESB,https://www.lowes.com/pd/KitchenAid-23-75-in-Built-In-Double-Drawer-Refrigerator-Stainless-Steel/50393490,['Refrigerators on Sale']
2917,2917,KitchenAid ,24-in Built-In 2 Drawer Refrigerator (Panel Ready),534727,KRFF305ESS,https://www.lowes.com/pd/KitchenAid-25-2-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50396536,['Refrigerators on Sale']
2918,2918,KitchenAid ,24-in Built-In 2 Drawer Refrigerator (Panel Ready),534523,KBFN502ESS,https://www.lowes.com/pd/KitchenAid-24-2-cu-ft-Built-In-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50385668,['Refrigerators on Sale']
2919,2919,GE,17.5-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,1596861,GTE18DTNRWW,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001161208,['Refrigerators on Sale']
2920,2920,GE,17.5-cu ft Top-Freezer Refrigerator (Black) ENERGY STAR,1596856,GTE18DTNRBB,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-Black-ENERGY-STAR/1001161132,['Refrigerators on Sale']
2921,2921,Hotpoint,15.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,1596869,HPE16BTNLWW,https://www.lowes.com/pd/Hotpoint-15-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001161436,['Refrigerators on Sale']
2922,2922,GE,Profile Smart 27.9-cu ft 4-Door French Door Refrigerator with Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1596867,PVD28BYNFS,https://www.lowes.com/pd/GE-Profile-Smart-27-9-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1001161398,['Refrigerators on Sale']
2923,2923,GE,16.6-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,1596865,GIE17GSNRSS,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1001161322,['Refrigerators on Sale']
2924,2924,Hotpoint,15.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,1596866,HPE16BTNRWW,https://www.lowes.com/pd/Hotpoint-15-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001161360,['Refrigerators on Sale']
2925,2925,GE,16.6-cu ft Top-Freezer Refrigerator (White),1596864,GTS17DTNRWW,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-White/1001161284,['Refrigerators on Sale']
2926,2926,GE,16.6-cu ft Top-Freezer Refrigerator (Black) ENERGY STAR,1596860,GTE17GTNRBB,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-Black-ENERGY-STAR/1001161170,['Refrigerators on Sale']
2927,2927,LG,Craft Ice Smart Wi-Fi Enabled 23.5-cu ft Counter-Depth French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,1597278,LRFVC2406D,https://www.lowes.com/pd/LG-Craft-Ice-Smart-Wi-Fi-Enabled-23-5-cu-ft-Counter-Depth-French-Door-Refrigerator-with-Dual-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1001157680,['Refrigerators on Sale']
2928,2928,GE,16.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,1596834,GTE17GTNRWW,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001160452,['Refrigerators on Sale']
2929,2929,GE,16.6-cu ft Top-Freezer Refrigerator (White),1596844,GTS17GTNRWW,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-White/1001160752,['Refrigerators on Sale']
2930,2930,GE,17.5-cu ft Top-Freezer Refrigerator with Ice Maker (Black) ENERGY STAR,1596845,GIE18DTNRBB,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1001160790,['Refrigerators on Sale']
2931,2931,Hotpoint ,17.5-cu ft Top-Freezer Refrigerator (Black),1596846,HPS18BTNRBB,https://www.lowes.com/pd/Hotpoint-17-5-cu-ft-Top-Freezer-Refrigerator-Black/1001160828,['Refrigerators on Sale']
2932,2932,GE ,16.6-cu ft Top-Freezer Refrigerator (Stainless Steel) ENERGY STAR,1596850,GTE17GSNRSS,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel-ENERGY-STAR/1001160942,['Refrigerators on Sale']
2933,2933,LG ,Smart Wi-Fi Enabled 29.7-cu ft French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,1442927,LRFDS3006D,https://www.lowes.com/pd/LG-Smart-Wi-Fi-Enabled-29-7-cu-ft-French-Door-Refrigerator-with-Dual-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1001329468,['Refrigerators on Sale']
2934,2934,Frigidaire ,20.4-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,1358508,FFHT2033VP,https://www.lowes.com/pd/Frigidaire-20-4-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001079936,['Refrigerators on Sale']
2935,2935,Bosch ,800 Series Pro Handle 21-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1296198,B36CT81SNS,https://www.lowes.com/pd/Bosch-800-Series-Pro-Handle-21-cu-ft-Counter-depth-Frenc/1001090132,['Refrigerators on Sale']
2936,2936,KitchenAid ,19.8-cu ft-Counter-depth Side-by-Side Refrigerator with Ice Maker (Black Stainless Steel Finish),1596777,KRSC700HBS,https://www.lowes.com/pd/KitchenAid-19-8-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless-Steel/1001263184,['Refrigerators on Sale']
2937,2937,LG ,Craft Ice Smart Wi-Fi Enabled 29.7-cu ft French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1597277,LRFVS3006S,https://www.lowes.com/pd/LG-Craft-Ice-Smart-Wi-Fi-Enabled-29-7-cu-ft-French-Door-Refrigerator-with-Dual-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1001157642,['Refrigerators on Sale']
2938,2938,Cafe ,Modern Glass 27.8-cu ft 4-Door French Door Refrigerator with Ice Maker (Platinum Glass) ENERGY STAR,1596862,CVE28DM5NS5,https://www.lowes.com/pd/Cafe-Smart-27-8-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Platinum-Glass-ENERGY-STAR/1001167508,['Refrigerators on Sale']
2939,2939,Cafe ,Smart 27.8-cu ft 4-Door French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte Black) ENERGY STAR,1596835,CVE28DP3ND1,https://www.lowes.com/pd/Cafe-Smart-27-8-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-Black-ENERGY-STAR/1001167420,['Refrigerators on Sale']
2940,2940,GE ,17.5-cu ft Top-Freezer Refrigerator with Ice Maker (White) ENERGY STAR,1596851,GIE18DTNRWW,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1001167464,['Refrigerators on Sale']
2941,2941,LG ,14.7-cu ft Counter-Depth Bottom-Freezer Refrigerator (Platinum Silver) ENERGY STAR,1597273,LBNC15231V,https://www.lowes.com/pd/LG-14-7-cu-ft-Bottom-Freezer-Refrigerator-Platinum-Silver-ENERGY-STAR/1001163520,['Refrigerators on Sale']
2942,2942,KitchenAid ,23.8-cu ft 3-Door Counter-Depth 36-in French Door Platinum Interior Refrigerator - Stainless Steel,819692,KRFC704FSS,https://www.lowes.com/pd/KitchenAid-23-8-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel/1001054756,['Refrigerators on Sale']
2943,2943,Whirlpool ,18-cu ft Top-Freezer Refrigerator with Ice Maker - Stainless Steel,1335910,WRT318FMDM,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel/1000940592,['Refrigerators on Sale']
2944,2944,Whirlpool ,18.3-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit- Black,652785,WRT148FZDB,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-Black/1000940604,['Refrigerators on Sale']
2945,2945,Whirlpool ,18.3 cu ft Top Freezer Refrigerator with Optional Ice Maker Kit- White,652784,WRT148FZDW,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-White/1000940600,['Refrigerators on Sale']
2946,2946,Whirlpool ,18.3-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit - Monochromatic Stainless Steel,652786,WRT148FZDM,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel/1000940608,['Refrigerators on Sale']
2947,2947,Whirlpool ,18 cu Ft Top Freezer Refrigerator with Ice Maker - White,1335911,WRT318FMDW,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-White/1000940596,['Refrigerators on Sale']
2948,2948,LG ,11.1-cu ft Top-Freezer Refrigerator (Stainless Vcm),1447255,LTNC11131V,https://www.lowes.com/pd/LG-11-1-cu-ft-Top-Freezer-Refrigerator-Stainless-Vcm/1000959088,['Refrigerators on Sale']
2949,2949,Amana ,14.33-cu ft Top-Freezer Refrigerator (White),652854,ART104TFDW,https://www.lowes.com/pd/Amana-14-33-cu-ft-Top-Freezer-Refrigerator-White/1001004438,['Refrigerators on Sale']
2950,2950,Cafe ,18.6-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte Black) ENERGY STAR,1442918,CWE19SP3ND1,https://www.lowes.com/pd/Cafe-18-6-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-Black-ENERGY-STAR/1000955576,['Refrigerators on Sale']
2951,2951,GE ,25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,877707,GSE25GSHSS,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000957180,['Refrigerators on Sale']
2952,2952,GE ,21.2-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,652355,GTE21GTHWW,https://www.lowes.com/pd/GE-21-2-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1000957174,['Refrigerators on Sale']
2953,2953,Cafe ,18.6-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte White) ENERGY STAR,1442919,CWE19SP4NW2,https://www.lowes.com/pd/Cafe-18-6-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-White-ENERGY-STAR/1000955580,['Refrigerators on Sale']
2954,2954,KitchenAid ,19.8-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel),1596778,KRSC700HPS,https://www.lowes.com/pd/KitchenAid-19-8-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1001254348,['Refrigerators on Sale']
2955,2955,GE,Profile 23.1-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Slate) ENERGY STAR,1073621,PWE23KELDS,https://www.lowes.com/pd/GE-Profile-23-1-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Slate-ENERGY-STAR/1000448019,['Refrigerators on Sale']
2956,2956,Whirlpool,19.6-cu ft 3-Door 30-in French Door Refrigerator with Contemporary Handle - Fingerprint Resistant Stainless Steel,956185,WRFA60SMHZ,https://www.lowes.com/pd/Whirlpool-19-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000460269,['Refrigerators on Sale']
2957,2957,Samsung,Family Hub Wi-Fi Enabled Family Hub 22-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1038970,RF22N9781SR,https://www.lowes.com/pd/Samsung-Family-Hub-Wi-Fi-Enabled-Family-Hub-22-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000437527,['Refrigerators on Sale']
2958,2958,Samsung,Family Hub Wi-Fi Enabled Family Hub 27.9-cu ft 4-Door French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1038972,RF28N9780SR,https://www.lowes.com/pd/Samsung-Family-Hub-Wi-Fi-Enabled-Family-Hub-27-9-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000437535,['Refrigerators on Sale']
2959,2959,Samsung,Family Hub Wi-Fi Enabled Family Hub 22-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,1030905,RF22N9781SG,https://www.lowes.com/pd/Samsung-Family-Hub-Wi-Fi-Enabled-Family-Hub-22-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000437523,['Refrigerators on Sale']
2960,2960,Samsung,Family Hub Wi-Fi Enabled Family Hub 27.9-cu ft 4-Door French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,1038971,RF28N9780SG,https://www.lowes.com/pd/Samsung-Family-Hub-Wi-Fi-Enabled-Family-Hub-27-9-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000437531,['Refrigerators on Sale']
2961,2961,Whirlpool,24.6-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,1041702,WRS335SDHM,https://www.lowes.com/pd/Whirlpool-24-6-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000432089,['Refrigerators on Sale']
2962,2962,Whirlpool,21.4-cu ft Side-by-Side Refrigerator with Ice Maker (White) ENERGY STAR,1041700,WRS331SDHW,https://www.lowes.com/pd/Whirlpool-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1000432085,['Refrigerators on Sale']
2963,2963,Whirlpool,21.4-cu ft Side-by-Side Refrigerator with Ice Maker (Black) ENERGY STAR,1041698,WRS331SDHB,https://www.lowes.com/pd/Whirlpool-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1000432081,['Refrigerators on Sale']
2964,2964,Whirlpool,21.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,1041699,WRS331SDHM,https://www.lowes.com/pd/Whirlpool-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000432083,['Refrigerators on Sale']
2965,2965,GE,17.5-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Slate) ENERGY STAR,1073617,GYE18JEMDS,https://www.lowes.com/pd/GE-17-5-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Slate-ENERGY-STAR/1000432289,['Refrigerators on Sale']
2966,2966,Whirlpool,20.5-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),968871,WRSA71CIHZ,https://www.lowes.com/pd/Whirlpool-20-5-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000460273,['Refrigerators on Sale']
2967,2967,GE ,25.6-cu ft French Door Refrigerator with Ice Maker (Black Stainless) ENERGY STAR,1073618,GFE26JBMTS,https://www.lowes.com/pd/GE-25-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black-Stainless-ENERGY-STAR/1000462047,['Refrigerators on Sale']
2968,2968,GE ,16.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,1596834,GTE17GTNRWW,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001160452,['Refrigerators on Sale']
2969,2969,GE ,15.6-cu ft Top-Freezer Refrigerator (White),1596842,GTS16DTNRWW,https://www.lowes.com/pd/GE-15-6-cu-ft-Top-Freezer-Refrigerator-White/1001160676,['Refrigerators on Sale']
2970,2970,GE ,17.5-cu ft Top-Freezer Refrigerator with Ice Maker (Black) ENERGY STAR,1596845,GIE18DTNRBB,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1001160790,['Refrigerators on Sale']
2971,2971,Hotpoint ,17.5-cu ft Top-Freezer Refrigerator (Black),1596846,HPS18BTNRBB,https://www.lowes.com/pd/Hotpoint-17-5-cu-ft-Top-Freezer-Refrigerator-Black/1001160828,['Refrigerators on Sale']
2972,2972,GE ,16.6-cu ft Top-Freezer Refrigerator (Stainless Steel) ENERGY STAR,1596850,GTE17GSNRSS,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel-ENERGY-STAR/1001160942,['Refrigerators on Sale']
2973,2973,GE ,17.5-cu ft Top-Freezer Refrigerator (Silver) ENERGY STAR,1596836,GTE18DCNRSA,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-Silver-ENERGY-STAR/1001160490,['Refrigerators on Sale']
